Experiment	LongTerm Data	
2.8741233E+3	-1.6909633E+3
2.8751284E+3	-1.7002980E+3
2.8761235E+3	-1.6940641E+3
2.8771238E+3	-1.7033710E+3
2.8781238E+3	-1.7096838E+3
2.8791238E+3	-1.7412484E+3
2.8801240E+3	-1.7238918E+3
2.8811282E+3	-1.7087107E+3
2.8821233E+3	-1.6987181E+3
2.8831233E+3	-1.6860325E+3
2.8841233E+3	-1.7008361E+3
2.8851235E+3	-1.7083052E+3
2.8861235E+3	-1.7231187E+3
2.8871267E+3	-1.6669678E+3
2.8881238E+3	-1.6935382E+3
2.8891238E+3	-1.7076702E+3
2.8901240E+3	-1.7422263E+3
2.8911240E+3	-1.6989883E+3
2.8921243E+3	-1.7290549E+3
2.8931272E+3	-1.7480227E+3
2.8941243E+3	-1.6960385E+3
2.8951245E+3	-1.7157002E+3
2.8961245E+3	-1.7024390E+3
2.8971248E+3	-1.6795081E+3
2.8981248E+3	-1.7087947E+3
2.8991279E+3	-1.7059722E+3
2.9001240E+3	-1.7251240E+3
2.9011240E+3	-1.7405530E+3
2.9021243E+3	-1.7095179E+3
2.9031243E+3	-1.7435918E+3
2.9041243E+3	-1.7344576E+3
2.9051304E+3	-1.7350029E+3
2.9061245E+3	-1.6856958E+3
2.9071248E+3	-1.7394340E+3
2.9081248E+3	-1.7103077E+3
2.9091250E+3	-1.6922448E+3
2.9101250E+3	-1.7255085E+3
2.9111292E+3	-1.7202317E+3
2.9121252E+3	-1.7310305E+3
2.9131304E+3	-1.7088638E+3
2.9141255E+3	-1.7239117E+3
2.9151284E+3	-1.7208718E+3
2.9161245E+3	-1.7223011E+3
2.9171306E+3	-1.7282037E+3
2.9181248E+3	-1.7234224E+3
2.9191250E+3	-1.6963337E+3
2.9201250E+3	-1.6821328E+3
2.9211250E+3	-1.7312914E+3
2.9221252E+3	-1.7314961E+3
2.9231313E+3	-1.7559591E+3
2.9241255E+3	-1.7640658E+3
2.9251255E+3	-1.7223059E+3
2.9261255E+3	-1.7147330E+3
2.9271287E+3	-1.7272930E+3
2.9281257E+3	-1.7286675E+3
2.9291309E+3	-1.7364717E+3
2.9301260E+3	-1.7368251E+3
2.9311301E+3	-1.7257219E+3
2.9321262E+3	-1.7777036E+3
2.9331272E+3	-1.7082744E+3
2.9341255E+3	-1.7196750E+3
2.9351316E+3	-1.7364989E+3
2.9361255E+3	-1.7384956E+3
2.9371257E+3	-1.7322573E+3
2.9381257E+3	-1.7289286E+3
2.9391279E+3	-1.7172699E+3
2.9401260E+3	-1.7184581E+3
2.9411292E+3	-1.7344985E+3
2.9421262E+3	-1.7362301E+3
2.9431272E+3	-1.7328610E+3
2.9441265E+3	-1.7399988E+3
2.9451284E+3	-1.7744556E+3
2.9461265E+3	-1.7747349E+3
2.9471287E+3	-1.7545452E+3
2.9481267E+3	-1.7728569E+3
2.9491299E+3	-1.7746388E+3
2.9501270E+3	-1.7975619E+3
2.9511292E+3	-1.7657562E+3
2.9521262E+3	-1.7363263E+3
2.9531282E+3	-1.7773871E+3
2.9541265E+3	-1.7756725E+3
2.9551294E+3	-1.7857360E+3
2.9561265E+3	-1.7878368E+3
2.9571287E+3	-1.7914713E+3
2.9581267E+3	-1.7449320E+3
2.9591318E+3	-1.7766017E+3
2.9601270E+3	-1.7296406E+3
2.9611292E+3	-1.7535459E+3
2.9621272E+3	-1.7312122E+3
2.9631294E+3	-1.7577823E+3
2.9641274E+3	-1.7529067E+3
2.9651316E+3	-1.7559578E+3
2.9661277E+3	-1.7654226E+3
2.9671287E+3	-1.7598010E+3
2.9681277E+3	-1.7671605E+3
2.9691289E+3	-1.7276207E+3
2.9701270E+3	-1.7587274E+3
2.9711321E+3	-1.7334923E+3
2.9721272E+3	-1.7170378E+3
2.9731272E+3	-1.7605593E+3
2.9741274E+3	-1.7490414E+3
2.9751284E+3	-1.7659641E+3
2.9761277E+3	-1.7787085E+3
2.9771296E+3	-1.7983783E+3
2.9781299E+3	-1.7725020E+3
2.9791289E+3	-1.7638445E+3
2.9801279E+3	-1.7891046E+3
2.9811301E+3	-1.7535449E+3
2.9821282E+3	-1.7717748E+3
2.9831323E+3	-1.7397405E+3
2.9841284E+3	-1.7781747E+3
2.9851316E+3	-1.7488185E+3
2.9861277E+3	-1.7803130E+3
2.9871287E+3	-1.7650468E+3
2.9881277E+3	-1.7548000E+3
2.9891289E+3	-1.7297335E+3
2.9901279E+3	-1.7300016E+3
2.9911292E+3	-1.7427153E+3
2.9921282E+3	-1.7448915E+3
2.9931294E+3	-1.7577832E+3
2.9941284E+3	-1.7121558E+3
2.9951316E+3	-1.7394807E+3
2.9961287E+3	-1.7572510E+3
2.9971326E+3	-1.7352307E+3
2.9981309E+3	-1.7473445E+3
2.9991299E+3	-1.6993171E+3
3.0001321E+3	-1.7356766E+3
3.0011311E+3	-1.7434832E+3
3.0021311E+3	-1.7251752E+3
3.0031294E+3	-1.7633904E+3
3.0041284E+3	-1.7640686E+3
3.0051284E+3	-1.7708656E+3
3.0061287E+3	-1.7847828E+3
3.0071316E+3	-1.7593698E+3
3.0081287E+3	-1.7582721E+3
3.0091299E+3	-1.7602081E+3
3.0101299E+3	-1.7615631E+3
3.0111321E+3	-1.7994849E+3
3.0121333E+3	-1.7706144E+3
3.0131313E+3	-1.7800786E+3
3.0141323E+3	-1.7661896E+3
3.0151316E+3	-1.7650363E+3
3.0161316E+3	-1.7363752E+3
3.0171296E+3	-1.7390815E+3
3.0181338E+3	-1.7401881E+3
3.0191299E+3	-1.7484717E+3
3.0201321E+3	-1.7462314E+3
3.0211292E+3	-1.7418354E+3
3.0221321E+3	-1.7728552E+3
3.0231304E+3	-1.7802343E+3
3.0241333E+3	-1.7804130E+3
3.0251304E+3	-1.7802083E+3
3.0261316E+3	-1.7761976E+3
3.0271306E+3	-1.7754268E+3
3.0281328E+3	-1.7909923E+3
3.0291318E+3	-1.7743912E+3
3.0301331E+3	-1.8044183E+3
3.0311311E+3	-1.8064397E+3
3.0321321E+3	-1.8183956E+3
3.0331304E+3	-1.7781891E+3
3.0341313E+3	-1.7778243E+3
3.0351304E+3	-1.8056626E+3
3.0361326E+3	-1.8007939E+3
3.0371306E+3	-1.8145221E+3
3.0381328E+3	-1.8102612E+3
3.0391318E+3	-1.8033661E+3
3.0401331E+3	-1.8013165E+3
3.0411301E+3	-1.8544469E+3
3.0421321E+3	-1.8339553E+3
3.0431304E+3	-1.8556476E+3
3.0441323E+3	-1.8491991E+3
3.0451304E+3	-1.8415714E+3
3.0461316E+3	-1.8061495E+3
3.0471306E+3	-1.8449564E+3
3.0481328E+3	-1.8211511E+3
3.0491328E+3	-1.8015698E+3
3.0501331E+3	-1.8349260E+3
3.0511311E+3	-1.8580477E+3
3.0521321E+3	-1.8456945E+3
3.0531313E+3	-1.8392693E+3
3.0541333E+3	-1.8524464E+3
3.0551326E+3	-1.8303765E+3
3.0561326E+3	-1.8409943E+3
3.0571306E+3	-1.8514951E+3
3.0581318E+3	-1.8289236E+3
3.0591309E+3	-1.8468604E+3
3.0601331E+3	-1.8282953E+3
3.0611321E+3	-1.8241168E+3
3.0621333E+3	-1.8148572E+3
3.0631313E+3	-1.8223229E+3
3.0641343E+3	-1.8269984E+3
3.0651316E+3	-1.8345109E+3
3.0661335E+3	-1.8499774E+3
3.0671316E+3	-1.8557997E+3
3.0681338E+3	-1.8298127E+3
3.0691318E+3	-1.8317251E+3
3.0701340E+3	-1.8555898E+3
3.0711321E+3	-1.8342357E+3
3.0721321E+3	-1.8394155E+3
3.0731333E+3	-1.8505682E+3
3.0741323E+3	-1.8670864E+3
3.0751316E+3	-1.8635750E+3
3.0761316E+3	-1.8460072E+3
3.0771316E+3	-1.8358407E+3
3.0781318E+3	-1.8182114E+3
3.0791318E+3	-1.8328781E+3
3.0801331E+3	-1.8076224E+3
3.0811331E+3	-1.8024558E+3
3.0821321E+3	-1.8036466E+3
3.0831323E+3	-1.8264841E+3
3.0841333E+3	-1.8567286E+3
3.0851326E+3	-1.8271495E+3
3.0861345E+3	-1.8508171E+3
3.0871326E+3	-1.8239519E+3
3.0881328E+3	-1.8402910E+3
3.0891328E+3	-1.8561390E+3
3.0901331E+3	-1.8472511E+3
3.0911321E+3	-1.8499468E+3
3.0921343E+3	-1.8512072E+3
3.0931323E+3	-1.8288656E+3
3.0941343E+3	-1.8479790E+3
3.0951326E+3	-1.8536342E+3
3.0961326E+3	-1.8565599E+3
3.0971326E+3	-1.8203378E+3
3.0981338E+3	-1.8296837E+3
3.0991328E+3	-1.8230942E+3
3.1001350E+3	-1.8299642E+3
3.1011340E+3	-1.8116193E+3
3.1021343E+3	-1.8496561E+3
3.1031333E+3	-1.8519791E+3
3.1041333E+3	-1.8451648E+3
3.1051335E+3	-1.8474657E+3
3.1061335E+3	-1.8312705E+3
3.1071338E+3	-1.8353016E+3
3.1081338E+3	-1.8015576E+3
3.1091328E+3	-1.8496648E+3
3.1101331E+3	-1.8324719E+3
3.1111331E+3	-1.8417662E+3
3.1121333E+3	-1.8442720E+3
3.1131333E+3	-1.8458958E+3
3.1141333E+3	-1.8349705E+3
3.1151335E+3	-1.8438010E+3
3.1161335E+3	-1.8857284E+3
3.1171338E+3	-1.8593636E+3
3.1181338E+3	-1.8188619E+3
3.1191338E+3	-1.8626730E+3
3.1201340E+3	-1.8308135E+3
3.1211340E+3	-1.8238059E+3
3.1221343E+3	-1.8459386E+3
3.1231343E+3	-1.8083702E+3
3.1241355E+3	-1.8427032E+3
3.1251345E+3	-1.8071202E+3
3.1261345E+3	-1.8490880E+3
3.1271338E+3	-1.8341694E+3
3.1281348E+3	-1.8053218E+3
3.1291338E+3	-1.8105864E+3
3.1301340E+3	-1.8215933E+3
3.1311340E+3	-1.8568569E+3
3.1321343E+3	-1.7989155E+3
3.1331343E+3	-1.8696826E+3
3.1341355E+3	-1.8299132E+3
3.1351345E+3	-1.8365343E+3
3.1361345E+3	-1.8629160E+3
3.1371348E+3	-1.8344962E+3
3.1381348E+3	-1.8243319E+3
3.1391348E+3	-1.8390260E+3
3.1401350E+3	-1.8073198E+3
3.1411350E+3	-1.8109054E+3
3.1421353E+3	-1.7961975E+3
3.1431353E+3	-1.7829083E+3
3.1441343E+3	-1.7470154E+3
3.1451345E+3	-1.7973270E+3
3.1461355E+3	-1.7591415E+3
3.1471348E+3	-1.7529973E+3
3.1481348E+3	-1.7407112E+3
3.1491348E+3	-1.7893710E+3
3.1501350E+3	-1.7401409E+3
3.1511350E+3	-1.7658937E+3
3.1521362E+3	-1.7533182E+3
3.1531353E+3	-1.8006654E+3
3.1541355E+3	-1.7786610E+3
3.1551355E+3	-1.7692266E+3
3.1561355E+3	-1.8157992E+3
3.1571357E+3	-1.7931266E+3
3.1581357E+3	-1.7860741E+3
3.1591360E+3	-1.8083213E+3
3.1601360E+3	-1.8068674E+3
3.1611350E+3	-1.8022863E+3
3.1621353E+3	-1.7945267E+3
3.1631353E+3	-1.7870536E+3
3.1641355E+3	-1.7921036E+3
3.1651355E+3	-1.7773585E+3
3.1661355E+3	-1.7765782E+3
3.1671357E+3	-1.8003496E+3
3.1681357E+3	-1.8058485E+3
3.1691360E+3	-1.8097622E+3
3.1701360E+3	-1.8079203E+3
3.1711360E+3	-1.8401488E+3
3.1721362E+3	-1.8194236E+3
3.1731362E+3	-1.8236884E+3
3.1741365E+3	-1.8418967E+3
3.1751365E+3	-1.7934587E+3
3.1761365E+3	-1.8046978E+3
3.1771367E+3	-1.7856302E+3
3.1781357E+3	-1.8146104E+3
3.1791360E+3	-1.7889932E+3
3.1801360E+3	-1.8025404E+3
3.1811360E+3	-1.7924780E+3
3.1821362E+3	-1.7935433E+3
3.1831362E+3	-1.7818817E+3
3.1841365E+3	-1.7658301E+3
3.1851365E+3	-1.7476014E+3
3.1861365E+3	-1.7844830E+3
3.1871367E+3	-1.7549751E+3
3.1881367E+3	-1.7808461E+3
3.1891370E+3	-1.7715110E+3
3.1901370E+3	-1.7555217E+3
3.1911370E+3	-1.7671470E+3
3.1921372E+3	-1.7629552E+3
3.1931372E+3	-1.7650833E+3
3.1941375E+3	-1.7846937E+3
3.1951375E+3	-1.7900260E+3
3.1961365E+3	-1.7893250E+3
3.1971367E+3	-1.7621575E+3
3.1981367E+3	-1.8042103E+3
3.1991370E+3	-1.7470779E+3
3.2001370E+3	-1.8040835E+3
3.2011370E+3	-1.7745627E+3
3.2021372E+3	-1.7740890E+3
3.2031372E+3	-1.7478167E+3
3.2041375E+3	-1.7873501E+3
3.2051375E+3	-1.8020756E+3
3.2061377E+3	-1.7849175E+3
3.2071377E+3	-1.8060260E+3
3.2081377E+3	-1.7705642E+3
3.2091379E+3	-1.7674448E+3
3.2101379E+3	-1.7508077E+3
3.2111382E+3	-1.7255367E+3
3.2121382E+3	-1.7777098E+3
3.2131372E+3	-1.7484154E+3
3.2141375E+3	-1.7692203E+3
3.2151375E+3	-1.7769578E+3
3.2161377E+3	-1.7870807E+3
3.2171377E+3	-1.7897026E+3
3.2181377E+3	-1.7853853E+3
3.2191379E+3	-1.7713716E+3
3.2201379E+3	-1.7430608E+3
3.2211382E+3	-1.7528276E+3
3.2221382E+3	-1.7826134E+3
3.2231382E+3	-1.7752753E+3
3.2241384E+3	-1.7758171E+3
3.2251384E+3	-1.7737649E+3
3.2261387E+3	-1.7688774E+3
3.2271387E+3	-1.7732151E+3
3.2281387E+3	-1.7566768E+3
3.2291389E+3	-1.7945618E+3
3.2301389E+3	-1.8031102E+3
3.2311382E+3	-1.7635713E+3
3.2321382E+3	-1.7549392E+3
3.2331382E+3	-1.7424700E+3
3.2341384E+3	-1.7840228E+3
3.2351384E+3	-1.7454088E+3
3.2361387E+3	-1.7702351E+3
3.2371387E+3	-1.7190037E+3
3.2381387E+3	-1.7477701E+3
3.2391389E+3	-1.7825640E+3
3.2401389E+3	-1.7808044E+3
3.2411392E+3	-1.7623335E+3
3.2421392E+3	-1.7732816E+3
3.2431392E+3	-1.7484891E+3
3.2441394E+3	-1.7642079E+3
3.2451394E+3	-1.7588538E+3
3.2461396E+3	-1.7833470E+3
3.2471396E+3	-1.7457872E+3
3.2481387E+3	-1.7124164E+3
3.2491389E+3	-1.7663196E+3
3.2501389E+3	-1.7840065E+3
3.2511392E+3	-1.7730300E+3
3.2521392E+3	-1.7646736E+3
3.2531392E+3	-1.7691637E+3
3.2541394E+3	-1.7982559E+3
3.2551394E+3	-1.7674612E+3
3.2561396E+3	-1.7575939E+3
3.2571396E+3	-1.7412363E+3
3.2581399E+3	-1.7429624E+3
3.2591399E+3	-1.7497903E+3
3.2601399E+3	-1.7712098E+3
3.2611401E+3	-1.7677529E+3
3.2621401E+3	-1.7669849E+3
3.2631404E+3	-1.7740912E+3
3.2641404E+3	-1.7844327E+3
3.2651404E+3	-1.8133882E+3
3.2661396E+3	-1.7368685E+3
3.2671396E+3	-1.7492048E+3
3.2681399E+3	-1.7792444E+3
3.2691399E+3	-1.7827970E+3
3.2701399E+3	-1.7586387E+3
3.2711401E+3	-1.8182411E+3
3.2721401E+3	-1.7686084E+3
3.2731404E+3	-1.7911230E+3
3.2741404E+3	-1.7958441E+3
3.2751404E+3	-1.8315603E+3
3.2761406E+3	-1.8171361E+3
3.2771448E+3	-1.7932517E+3
3.2781409E+3	-1.8014735E+3
3.2791409E+3	-1.7994518E+3
3.2801409E+3	-1.8195316E+3
3.2811411E+3	-1.8183663E+3
3.2821411E+3	-1.7715016E+3
3.2831404E+3	-1.7942610E+3
3.2841404E+3	-1.8318230E+3
3.2851404E+3	-1.8017142E+3
3.2861406E+3	-1.7822250E+3
3.2871406E+3	-1.7800360E+3
3.2881409E+3	-1.8050046E+3
3.2891409E+3	-1.7301162E+3
3.2901409E+3	-1.7786101E+3
3.2911411E+3	-1.8046531E+3
3.2921411E+3	-1.7742922E+3
3.2931414E+3	-1.7976199E+3
3.2941414E+3	-1.7815602E+3
3.2951445E+3	-1.7756925E+3
3.2961416E+3	-1.7773495E+3
3.2971458E+3	-1.7658949E+3
3.2981418E+3	-1.7576835E+3
3.2991460E+3	-1.7778739E+3
3.3001421E+3	-1.7582570E+3
3.3011411E+3	-1.7661689E+3
3.3021411E+3	-1.7938104E+3
3.3031414E+3	-1.8041091E+3
3.3041414E+3	-1.7942966E+3
3.3051416E+3	-1.7988557E+3
3.3061416E+3	-1.7852590E+3
3.3071416E+3	-1.7695522E+3
3.3081418E+3	-1.8113038E+3
3.3091460E+3	-1.8142789E+3
3.3101421E+3	-1.8073872E+3
3.3111470E+3	-1.8334121E+3
3.3121421E+3	-1.7982699E+3
3.3131443E+3	-1.8132129E+3
3.3141423E+3	-1.8433633E+3
3.3151455E+3	-1.8184952E+3
3.3161426E+3	-1.8260690E+3
3.3171458E+3	-1.8356021E+3
3.3181418E+3	-1.8496382E+3
3.3191418E+3	-1.8499551E+3
3.3201421E+3	-1.8030746E+3
3.3211440E+3	-1.8140845E+3
3.3221421E+3	-1.8424535E+3
3.3231462E+3	-1.8317561E+3
3.3241423E+3	-1.8118408E+3
3.3251455E+3	-1.8299597E+3
3.3261426E+3	-1.8321766E+3
3.3271458E+3	-1.8483081E+3
3.3281428E+3	-1.8523960E+3
3.3291460E+3	-1.8362910E+3
3.3301431E+3	-1.8237865E+3
3.3311450E+3	-1.8499141E+3
3.3321431E+3	-1.8571412E+3
3.3331462E+3	-1.8627279E+3
3.3341433E+3	-1.8345237E+3
3.3351445E+3	-1.8531398E+3
3.3361426E+3	-1.8509908E+3
3.3371458E+3	-1.8270430E+3
3.3381428E+3	-1.8842019E+3
3.3391460E+3	-1.8542749E+3
3.3401431E+3	-1.8846603E+3
3.3411460E+3	-1.8653584E+3
3.3421431E+3	-1.8356338E+3
3.3431453E+3	-1.8582538E+3
3.3441433E+3	-1.8508021E+3
3.3451455E+3	-1.8665878E+3
3.3461436E+3	-1.8726292E+3
3.3471458E+3	-1.8361272E+3
3.3481438E+3	-1.8474674E+3
3.3491448E+3	-1.8604698E+3
3.3501440E+3	-1.8568033E+3
3.3511450E+3	-1.8587147E+3
3.3521443E+3	-1.8399554E+3
3.3531462E+3	-1.8491991E+3
3.3541433E+3	-1.8730023E+3
3.3551436E+3	-1.8623632E+3
3.3561436E+3	-1.8420059E+3
3.3571448E+3	-1.8699014E+3
3.3581438E+3	-1.8640588E+3
3.3591448E+3	-1.8642998E+3
3.3601440E+3	-1.8568049E+3
3.3611460E+3	-1.8629232E+3
3.3621443E+3	-1.8557305E+3
3.3631453E+3	-1.8684657E+3
3.3641443E+3	-1.8731169E+3
3.3651455E+3	-1.8787040E+3
3.3661445E+3	-1.8425020E+3
3.3671467E+3	-1.8351827E+3
3.3681448E+3	-1.8452578E+3
3.3691460E+3	-1.8459690E+3
3.3701450E+3	-1.8623621E+3
3.3711450E+3	-1.7931111E+3
3.3721443E+3	-1.8348599E+3
3.3731453E+3	-1.8370009E+3
3.3741443E+3	-1.8504523E+3
3.3751465E+3	-1.8565161E+3
3.3761445E+3	-1.8058484E+3
3.3771467E+3	-1.8148544E+3
3.3781448E+3	-1.8030432E+3
3.3791460E+3	-1.8241558E+3
3.3801450E+3	-1.8571484E+3
3.3811460E+3	-1.8642167E+3
3.3821453E+3	-1.8490613E+3
3.3831453E+3	-1.9148472E+3
3.3841453E+3	-1.8529875E+3
3.3851465E+3	-1.8561565E+3
3.3861455E+3	-1.8727859E+3
3.3871467E+3	-1.8637087E+3
3.3881448E+3	-1.8648472E+3
3.3891460E+3	-1.8941952E+3
3.3901450E+3	-1.8818135E+3
3.3911450E+3	-1.8659829E+3
3.3921453E+3	-1.8693784E+3
3.3931462E+3	-1.8536622E+3
3.3941453E+3	-1.8537916E+3
3.3951455E+3	-1.8443173E+3
3.3961455E+3	-1.8612030E+3
3.3971467E+3	-1.8807384E+3
3.3981458E+3	-1.8452094E+3
3.3991470E+3	-1.9002395E+3
3.4001460E+3	-1.8627317E+3
3.4011460E+3	-1.8304432E+3
3.4021462E+3	-1.8545696E+3
3.4031472E+3	-1.8518789E+3
3.4041465E+3	-1.9005896E+3
3.4051465E+3	-1.8442865E+3
3.4061455E+3	-1.8423035E+3
3.4071467E+3	-1.8668315E+3
3.4081458E+3	-1.8847338E+3
3.4091460E+3	-1.8235916E+3
3.4101460E+3	-1.8221049E+3
3.4111460E+3	-1.9046643E+3
3.4121462E+3	-1.8478987E+3
3.4131482E+3	-1.8672285E+3
3.4141465E+3	-1.8803704E+3
3.4151465E+3	-1.8712589E+3
3.4161465E+3	-1.8856837E+3
3.4171467E+3	-1.8641193E+3
3.4181467E+3	-1.8573163E+3
3.4191479E+3	-1.8818380E+3
3.4201470E+3	-1.8525240E+3
3.4211470E+3	-1.8347535E+3
3.4221472E+3	-1.8354607E+3
3.4231462E+3	-1.8445613E+3
3.4241465E+3	-1.8487523E+3
3.4251475E+3	-1.8411812E+3
3.4261465E+3	-1.8568066E+3
3.4271467E+3	-1.8575634E+3
3.4281467E+3	-1.8322743E+3
3.4291470E+3	-1.8482938E+3
3.4301470E+3	-1.8531750E+3
3.4311470E+3	-1.8419595E+3
3.4321472E+3	-1.8514174E+3
3.4331472E+3	-1.8683259E+3
3.4341475E+3	-1.8860032E+3
3.4351475E+3	-1.8513451E+3
3.4361475E+3	-1.9013271E+3
3.4371477E+3	-1.8904277E+3
3.4381477E+3	-1.8922090E+3
3.4391479E+3	-1.8625331E+3
3.4401479E+3	-1.8636736E+3
3.4411470E+3	-1.8715835E+3
3.4421472E+3	-1.8767792E+3
3.4431472E+3	-1.8576508E+3
3.4441475E+3	-1.8931510E+3
3.4451475E+3	-1.8375804E+3
3.4461475E+3	-1.8454125E+3
3.4471477E+3	-1.8726407E+3
3.4481477E+3	-1.8565710E+3
3.4491479E+3	-1.8749468E+3
3.4501479E+3	-1.8850853E+3
3.4511482E+3	-1.8536768E+3
3.4521482E+3	-1.8559625E+3
3.4531482E+3	-1.8496471E+3
3.4541484E+3	-1.8565610E+3
3.4551484E+3	-1.8829973E+3
3.4561487E+3	-1.8560797E+3
3.4571487E+3	-1.8736429E+3
3.4581477E+3	-1.9018737E+3
3.4591479E+3	-1.8773064E+3
3.4601479E+3	-1.8637395E+3
3.4611482E+3	-1.8736212E+3
3.4621482E+3	-1.9172141E+3
3.4631482E+3	-1.8653169E+3
3.4641484E+3	-1.8997830E+3
3.4651484E+3	-1.8989725E+3
3.4661487E+3	-1.8889679E+3
3.4671487E+3	-1.8798927E+3
3.4681487E+3	-1.8489127E+3
3.4691489E+3	-1.8806848E+3
3.4701489E+3	-1.8687656E+3
3.4711492E+3	-1.8779183E+3
3.4721492E+3	-1.8762277E+3
3.4731492E+3	-1.8898500E+3
3.4741494E+3	-1.8821262E+3
3.4751494E+3	-1.9029352E+3
3.4761487E+3	-1.8738048E+3
3.4771487E+3	-1.8780521E+3
3.4781487E+3	-1.8518916E+3
3.4791489E+3	-1.8629420E+3
3.4801489E+3	-1.8359030E+3
3.4811492E+3	-1.8567721E+3
3.4821492E+3	-1.8464109E+3
3.4831492E+3	-1.8397806E+3
3.4841494E+3	-1.8630839E+3
3.4851494E+3	-1.8543983E+3
3.4861497E+3	-1.8669109E+3
3.4871497E+3	-1.8566499E+3
3.4881497E+3	-1.8920667E+3
3.4891499E+3	-1.8956909E+3
3.4901499E+3	-1.8929409E+3
3.4911501E+3	-1.8822543E+3
3.4921501E+3	-1.8991880E+3
3.4931492E+3	-1.8747205E+3
3.4941494E+3	-1.8987689E+3
3.4951494E+3	-1.8811943E+3
3.4961497E+3	-1.9191788E+3
3.4971497E+3	-1.9315829E+3
3.4981497E+3	-1.9312081E+3
3.4991499E+3	-1.9111532E+3
3.5001499E+3	-1.8804449E+3
3.5011501E+3	-1.9108820E+3
3.5021501E+3	-1.8834442E+3
3.5031504E+3	-1.8870751E+3
3.5041504E+3	-1.8712156E+3
3.5051504E+3	-1.8927015E+3
3.5061506E+3	-1.8695829E+3
3.5071506E+3	-1.9099977E+3
3.5081509E+3	-1.8976981E+3
3.5091509E+3	-1.8822629E+3
3.5101509E+3	-1.8786029E+3
3.5111501E+3	-1.9142719E+3
3.5121501E+3	-1.8463844E+3
3.5131504E+3	-1.8978860E+3
3.5141504E+3	-1.9047720E+3
3.5151504E+3	-1.9454370E+3
3.5161506E+3	-1.9336418E+3
3.5171506E+3	-1.9129019E+3
3.5181509E+3	-1.9379945E+3
3.5191509E+3	-1.9297427E+3
3.5201509E+3	-1.9611687E+3
3.5211511E+3	-1.9294331E+3
3.5221511E+3	-1.9392843E+3
3.5231533E+3	-1.9952118E+3
3.5241514E+3	-1.9370743E+3
3.5251545E+3	-1.9357283E+3
3.5261516E+3	-1.9680339E+3
3.5271548E+3	-1.9570366E+3
3.5281509E+3	-1.9957489E+3
3.5291509E+3	-1.9474757E+3
3.5301509E+3	-1.9747457E+3
3.5311511E+3	-1.9885674E+3
3.5321511E+3	-1.9697556E+3
3.5331514E+3	-1.9874674E+3
3.5341514E+3	-1.9776260E+3
3.5351514E+3	-1.9992489E+3
3.5361516E+3	-1.9786414E+3
3.5371536E+3	-1.9852769E+3
3.5381519E+3	-1.9292051E+3
3.5391538E+3	-1.9525991E+3
3.5401521E+3	-1.9315137E+3
3.5411550E+3	-1.9221560E+3
3.5421521E+3	-1.9636243E+3
3.5431553E+3	-1.9068169E+3
3.5441523E+3	-1.9352097E+3
3.5451555E+3	-1.9326580E+3
3.5461516E+3	-1.9257694E+3
3.5471516E+3	-1.9128844E+3
3.5481519E+3	-1.9219764E+3
3.5491538E+3	-1.9345560E+3
3.5501521E+3	-1.9321021E+3
3.5511541E+3	-1.9181002E+3
3.5521521E+3	-1.9212698E+3
3.5531553E+3	-1.9219915E+3
3.5541523E+3	-1.8661569E+3
3.5551536E+3	-1.9274630E+3
3.5561526E+3	-1.8733507E+3
3.5571558E+3	-1.9365226E+3
3.5581528E+3	-1.8996050E+3
3.5591548E+3	-1.9105828E+3
3.5601531E+3	-1.8415347E+3
3.5611560E+3	-1.8594398E+3
3.5621531E+3	-1.8702457E+3
3.5631533E+3	-1.8878280E+3
3.5641523E+3	-1.8697766E+3
3.5651545E+3	-1.8680988E+3
3.5661526E+3	-1.8449614E+3
3.5671536E+3	-1.7950183E+3
3.5681528E+3	-1.8111403E+3
3.5691548E+3	-1.8345923E+3
3.5701531E+3	-1.8100759E+3
3.5711570E+3	-1.8087281E+3
3.5721531E+3	-1.7818704E+3
3.5731543E+3	-1.7934625E+3
3.5741533E+3	-1.8351056E+3
3.5751565E+3	-1.7928054E+3
3.5761536E+3	-1.8148124E+3
3.5771536E+3	-1.7950813E+3
3.5781538E+3	-1.7890887E+3
3.5791570E+3	-1.7471248E+3
3.5801541E+3	-1.7802518E+3
3.5811560E+3	-1.7781849E+3
3.5821531E+3	-1.7631223E+3
3.5831553E+3	-1.7969625E+3
3.5841533E+3	-1.8067637E+3
3.5851545E+3	-1.7968300E+3
3.5861536E+3	-1.7667681E+3
3.5871548E+3	-1.8040660E+3
3.5881538E+3	-1.7793730E+3
3.5891538E+3	-1.7537211E+3
3.5901541E+3	-1.7978649E+3
3.5911560E+3	-1.7336846E+3
3.5921543E+3	-1.7536711E+3
3.5931553E+3	-1.7756710E+3
3.5941543E+3	-1.7533407E+3
3.5951555E+3	-1.7515294E+3
3.5961545E+3	-1.7653942E+3
3.5971548E+3	-1.7801956E+3
3.5981538E+3	-1.7902504E+3
3.5991558E+3	-1.7971931E+3
3.6001541E+3	-1.7500656E+3
3.6011541E+3	-1.7758453E+3
3.6021543E+3	-1.8032770E+3
3.6031543E+3	-1.8054880E+3
3.6041543E+3	-1.7929088E+3
3.6051545E+3	-1.7476165E+3
3.6061545E+3	-1.7999535E+3
3.6071548E+3	-1.7932043E+3
3.6081548E+3	-1.8080010E+3
3.6091558E+3	-1.7977950E+3
